Name;brand;Price;historical_sold;Score;view_count;Category;Image;Platform;URL;rating_star;shop_location
สายชาร์จไอโฟน 1 เมตร 2 เมตร สายชาร์จ สำหรับ iphone ipad Foxconn 5ic 2A  ของแท้ดั้งเดิม 1: 1;;16.0;17259;339;787;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/9dc332cfe18df8f9b675f476b5370a17_tn;Shopee;https://shopee.co.th/สายชาร์จไอโฟน-1-เมตร-2-เมตร-สายชาร์จ-สำหรับ-iphone-ipad-Foxconn-5ic-2A--ของแท้ดั้งเดิม-1:-1-i.204192924.4409644128;4.7888283378746594;จังหวัดกรุงเทพมหานคร
พร้อมส่งด่วน💖ซองซิปล็อคลายน่ารัก ถูกสุด 5 บาท ซองขนม ซองกันน้ำ  จัดเก็บสิ่งของต่างๆ;;4.0;4017;457;68;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/e9cc22e531f1cbb27cb8cf2cf7d70597_tn;Shopee;https://shopee.co.th/พร้อมส่งด่วน💖ซองซิปล็อคลายน่ารัก-ถูกสุด-5-บาท-ซองขนม-ซองกันน้ำ--จัดเก็บสิ่งของต่างๆ-i.65572409.6272255330;4.8936170212765955;จังหวัดกรุงเทพมหานคร
🌸Popsocket/Griptok/ที่ตั้งโทรศัพท์ รุ่นใหม่ ลายดอกไม้ ขาตั้งแข็งแรงกว่าเดิม🌸;No Brand(ไม่มียี่ห้อ);11.0;11056;2227;1776;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/3313e65cee8ec6449f1f0c06b6c4e9ac_tn;Shopee;https://shopee.co.th/🌸Popsocket/Griptok/ที่ตั้งโทรศัพท์-รุ่นใหม่-ลายดอกไม้-ขาตั้งแข็งแรงกว่าเดิม🌸-i.13490204.3456375980;4.795551193981027;จังหวัดกรุงเทพมหานคร
ของแท้!! E-wan แบตNokia BL-5C.  (BL-5CB)มีมอก.   1200 mah Nokia 6681 Nokia 6630;E-WAN(อีเว้นท์);55.0;2577;236;591;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/6306e62743c9cc952342d8fd14790ffe_tn;Shopee;https://shopee.co.th/ของแท้!!-E-wan-แบตNokia-BL-5C.--(BL-5CB)มีมอก.---1200-mah-Nokia-6681-Nokia-6630-i.60936860.5141808230;4.7727272727272725;จังหวัดปทุมธานี
กระจกกันรอย Focus ปกป้องเลนส์กล้อง iPhone 12mini  X Xs Xs Max 11 11Pro 11ProMax และ iPad Pro 2020 / 2021;Focus(โฟกัส);70.0;14142;2132;2551;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/58978d3123c455a3932288ce99cd0e87_tn;Shopee;https://shopee.co.th/กระจกกันรอย-Focus-ปกป้องเลนส์กล้อง-iPhone-12mini--X-Xs-Xs-Max-11-11Pro-11ProMax-และ-iPad-Pro-2020-/-2021-i.206467996.4418757201;4.545593739367131;จังหวัดกรุงเทพมหานคร
Hoco M1 Jet Black Stereo Sound Small Talk หูฟัง สมอลทอร์ค;Hoco(โฮโค็Hoco);42.0;43922;6742;692;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/41a8abc6a6577ae50239728caf237139_tn;Shopee;https://shopee.co.th/Hoco-M1-Jet-Black-Stereo-Sound-Small-Talk-หูฟัง-สมอลทอร์ค-i.44546892.936692799;4.397230375555054;จังหวัดกรุงเทพมหานคร
ไม้เซลฟี่ 3 In 1 Handheld Bluetooth Controller Extendable Monopod Selfie Stick Tripod;No Brand(ไม่มียี่ห้อ);129.0;3280;1801;1055;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/1a64fb9c2f4a03deceb228f3b666694d_tn;Shopee;https://shopee.co.th/ไม้เซลฟี่-3-In-1-Handheld-Bluetooth-Controller-Extendable-Monopod-Selfie-Stick-Tripod-i.7253808.1928577082;4.7075767063243585;จังหวัดกรุงเทพมหานคร
Thor เลือกเบอร์ ❇️ ชุด4 ซิมเทพธอร์ 15mbps​ ไม่ลดสปีด​ ใช้ได้นาน 1ปี โทรในเครือข่าย​ Sim True ซิมทรู ซิมรายปี # A lot;TruemoveH(ทรูมูฟ เอช);1790.0;7375;2015;7160;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/27821a6b4c58d2f16f8c2bcec17b78b5_tn;Shopee;https://shopee.co.th/Thor-เลือกเบอร์-❇️-ชุด4-ซิมเทพธอร์-15mbps​-ไม่ลดสปีด​-ใช้ได้นาน-1ปี-โทรในเครือข่าย​-Sim-True-ซิมทรู-ซิมรายปี-#-A-lot-i.240855998.3671228752;4.921491104207851;จังหวัดกรุงเทพมหานคร
Car phone Holderที่ยึดโทรศัพท์มือถือในรถยนต์ ที่ตั้งมือถือในรถ แท่นจับมือถือในรถ แบบติดดูดกระจก บนคอนโซลรถ;No Brand(ไม่มียี่ห้อ);35.0;12926;941;1726;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/c4bdb03a49f3436a6465aa4f6e86b6c5_tn;Shopee;https://shopee.co.th/Car-phone-Holderที่ยึดโทรศัพท์มือถือในรถยนต์-ที่ตั้งมือถือในรถ-แท่นจับมือถือในรถ-แบบติดดูดกระจก-บนคอนโซลรถ-i.193029225.5217934765;4.727134146341464;จังหวัดกรุงเทพมหานคร
สายเคเบิลข้อมูลฝาครอบป้องกัน【หนึ่ง】;;19.0;4962;31;593;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/11eb99cc420a135c07476244d4ede496_tn;Shopee;https://shopee.co.th/สายเคเบิลข้อมูลฝาครอบป้องกัน【หนึ่ง】-i.566828138.13850411881;4.5812101910828025;ต่างประเทศ
ตัวหนีบมือถือ ไว้ใช้กับไม้เซลฟี่ ขาตั้งกล้อง;No Brand(ไม่มียี่ห้อ);15.0;3553;687;528;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/f30c50de6d379536f4dde6eeade04adb_tn;Shopee;https://shopee.co.th/ตัวหนีบมือถือ-ไว้ใช้กับไม้เซลฟี่-ขาตั้งกล้อง-i.43993595.1512725405;4.745454545454545;จังหวัดกรุงเทพมหานคร
ปลั๊ก กันฝุ่น Garmin vivoactive 3 4 4s Forerunner 45 55 245 735 745 935 945 Fenix 6 6s 6X 5 5x 5s Instinct Venu sq / venu 2 / 2s / Approach S62 / vivomove luxe;;20.0;5392;250;777;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/5b34f6ab05db25e33a207b9b780560b4_tn;Shopee;https://shopee.co.th/ปลั๊ก-กันฝุ่น-Garmin-vivoactive-3-4-4s-Forerunner-45-55-245-735-745-935-945-Fenix-6-6s-6X-5-5x-5s-Instinct-Venu-sq-/-venu-2-/-2s-/-Approach-S62-/-vivomove-luxe-i.50241382.2008361346;4.845859872611465;จังหวัดชุมพร
เคสขอบสีด้าน เคสกันกระแทก case xiaomi Redmi10 8A redmi9 9A redminote8 redminote9 note9S redmi9C Redmi9T RedmiNote10;;29.0;12928;1565;3402;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/52e048ac0239da2fdcd48d16a23bca2b_tn;Shopee;https://shopee.co.th/เคสขอบสีด้าน-เคสกันกระแทก-case-xiaomi-Redmi10-8A-redmi9-9A-redminote8-redminote9-note9S-redmi9C-Redmi9T-RedmiNote10-i.155376987.5847407253;4.749477455957002;จังหวัดกรุงเทพมหานคร
เคสหัวปากกา สำหรับ ปลอกซิลิโคนหุ้มหัวปากกา ปลอกซิลิโคน เคสซิลิโคน หัวปากกา จุกหัวปากกา casecover#B01;;3.0;10730;888;2095;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/fba32bbbbe5b6486bb32c3344c72af89_tn;Shopee;https://shopee.co.th/เคสหัวปากกา-สำหรับ-ปลอกซิลิโคนหุ้มหัวปากกา-ปลอกซิลิโคน-เคสซิลิโคน-หัวปากกา-จุกหัวปากกา-casecover#B01-i.242077788.11614663790;4.550952380952381;จังหวัดกรุงเทพมหานคร
🔥ส่งไว สายสำรอง Mi Band 5 / 6 Mijobs ของแท้ คุณภาพดี ราคาถูก ใช้ดี ใช้ทน สาย miband;;25.0;4934;475;1069;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/db86ace9b814a25ad26f8888bdb34f93_tn;Shopee;https://shopee.co.th/🔥ส่งไว-สายสำรอง-Mi-Band-5-/-6-Mijobs-ของแท้-คุณภาพดี-ราคาถูก-ใช้ดี-ใช้ทน-สาย-miband-i.69815.4659269033;4.8042226487524;จังหวัดกรุงเทพมหานคร
🧸🌵AirPods 3/1/2 & Pro Case🌵เคส airpods🍒 คสหูฟังไร้สายเคสหูฟังi🍒;No Brand(ไม่มียี่ห้อ);45.0;6551;4938;6310;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/e4e37b5251d75e886d21e2d300f50b4e_tn;Shopee;https://shopee.co.th/🧸🌵AirPods-3/1/2-&-Pro-Case🌵เคส-airpods🍒-คสหูฟังไร้สายเคสหูฟังi🍒-i.410095933.6184837545;4.779772329246935;จังหวัดกรุงเทพมหานคร
iPhone5/6/6P/7/8/7P/8P/SE❗เคสพาสเทล เคสซิลิโคน เคสสีล้วน;;20.0;22917;2748;1974;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/4d9533b5c2cbcc4931993887f9fa11cb_tn;Shopee;https://shopee.co.th/iPhone5/6/6P/7/8/7P/8P/SE❗เคสพาสเทล-เคสซิลิโคน-เคสสีล้วน-i.7730477.2344685549;4.640106747998475;จังหวัดกรุงเทพมหานคร
บิลเงินสด No.1 PS SUN ชนิดคาร์บอนในตัว 2 ชั้น (ขนาด 5¾ x 8¾ นิ้ว);;35.0;9609;202;466;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/5b626b520d6f07782c57f7a3da4ff194_tn;Shopee;https://shopee.co.th/บิลเงินสด-No.1-PS-SUN-ชนิดคาร์บอนในตัว-2-ชั้น-(ขนาด-5¾-x-8¾-นิ้ว)-i.127601639.2014923509;4.937086092715232;จังหวัดกรุงเทพมหานคร
มาแรงมาก!🔥 Focus Hydroplus มีทุกรุ่น แจ้งรุ่นที่ช่องแชทได้เลย!!!;;89.0;11745;2514;13795;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/e7a817a797b28f8315503f4ce66c8787_tn;Shopee;https://shopee.co.th/มาแรงมาก!🔥-Focus-Hydroplus-มีทุกรุ่น-แจ้งรุ่นที่ช่องแชทได้เลย!!!-i.73688780.8065511636;4.864768683274021;จังหวัดประจวบคีรีขันธ์
"Xiaomi Mi Watch นาฬิกาสมาร์ทวอทช์ GPS จอภาพ AMOLED 1.39"" กันน้ำ 50 เมตร";Xiaomi(เสี่ยวมี่);3290.0;2832;2895;10503;มือถือและอุปกรณ์เสริม;https://cf.shopee.co.th/file/8029b5c91594d32c5e4f8cccdcd84826_tn;Shopee;https://shopee.co.th/Xiaomi-Mi-Watch-นาฬิกาสมาร์ทวอทช์-GPS-จอภาพ-AMOLED-1.39-กันน้ำ-50-เมตร-i.70036324.6278606700;4.908479138627187;จังหวัดสุพรรณบุรี
Epson EcoTank L3210, L3216 Printer 3 IN 1 ปริ้น สแกน ถ่ายเอกสาร มาแทน L3110 พร้อมหมึกแท้ 1 ชุด L3110 L3250 415 615;;4680.0;1021;598;6771;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/13751ff748f97a9a5eeaa0bf462edd8f_tn;Shopee;https://shopee.co.th/Epson-EcoTank-L3210,-L3216-Printer-3-IN-1-ปริ้น-สแกน-ถ่ายเอกสาร-มาแทน-L3110-พร้อมหมึกแท้-1-ชุด-L3110-L3250-415-615-i.62554444.13514539420;4.896694214876033;จังหวัดกรุงเทพมหานคร
คีบอร์ดเกมมิ่ง เมาส์เกมมิ่ง SIGNO Keyboard KB-712 GM-112 ปุ่ม Rubber Dome ประกันศูนย์ 1ปี;Signo(ซิกโน);189.0;7143;4052;3182;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/524fb7fe6696fea0ff7a45b30d271724_tn;Shopee;https://shopee.co.th/คีบอร์ดเกมมิ่ง-เมาส์เกมมิ่ง-SIGNO-Keyboard-KB-712-GM-112-ปุ่ม-Rubber-Dome-ประกันศูนย์-1ปี-i.154256970.4219062131;4.79720793534166;จังหวัดกรุงเทพมหานคร
สาย SATA แบบหัวต่อตรงและหัวต่องอ สีดำ สีฟ้า หัวต่อฉาก สีดำ สีฟ้า 6Gbps SATA 3.0 Cable 26AWG ความยาว 40 - 50cm;No Brand(ไม่มียี่ห้อ);25.0;5149;168;466;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/8efbaee5d4d02dac678c269d1a0b8b7b_tn;Shopee;https://shopee.co.th/สาย-SATA-แบบหัวต่อตรงและหัวต่องอ-สีดำ-สีฟ้า-หัวต่อฉาก-สีดำ-สีฟ้า-6Gbps-SATA-3.0-Cable-26AWG-ความยาว-40---50cm-i.275910940.8812652458;4.879341864716636;จังหวัดกรุงเทพมหานคร
"corei5เจน2-3แรม8จิ๊กครบชุดเพียง(4990) LCD19""วายฟรี Wi-Fi ลำโพงเมาสคีย์บอร์ดประกัน 1 เดือนราคาเบา ๆ";;4990.0;429;2088;4580;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/819d0fc98b83e92444d05bb95c6fb198_tn;Shopee;https://shopee.co.th/corei5เจน2-3แรม8จิ๊กครบชุดเพียง(4990)-LCD19วายฟรี-Wi-Fi-ลำโพงเมาสคีย์บอร์ดประกัน-1-เดือนราคาเบา-ๆ-i.447554761.5989418910;4.552238805970149;จังหวัดปทุมธานี
A78 กระเป๋าโน๊ตบุค macbook กระเป๋าถือแนวนักธุรกิจใส่ กระเป๋าเป้ กระเป๋าใส แท็บเล็ต มือถือ อื่น โน็ตบุ๊ค Notebook 15 นิ้ว;No Brand(ไม่มียี่ห้อ);99.0;3015;560;411;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/ebf63b2a89df71ea9d577fea04dded91_tn;Shopee;https://shopee.co.th/A78-กระเป๋าโน๊ตบุค-macbook-กระเป๋าถือแนวนักธุรกิจใส่-กระเป๋าเป้-กระเป๋าใส-แท็บเล็ต-มือถือ-อื่น-โน็ตบุ๊ค-Notebook-15-นิ้ว-i.49964983.1118624293;4.686721991701245;จังหวัดปทุมธานี
DDR3 8GB 1600 FOR AM2/AM2+/AM3/AM3+/FM1/FM2/FM2+ ใหม่ ประกัน 2 ปี ส่งเร็ว;No Brand(ไม่มียี่ห้อ);675.0;1042;797;1072;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/93dbe51d398e9b5f3017d2d277a25847_tn;Shopee;https://shopee.co.th/DDR3-8GB-1600-FOR-AM2/AM2+/AM3/AM3+/FM1/FM2/FM2+-ใหม่-ประกัน-2-ปี-ส่งเร็ว-i.17581599.1889826534;4.725768321513002;จังหวัดอุบลราชธานี
Parblo A640 v2 เมาส์ปากกา แรงกด 8192 ระดับ ขนาด 6x4 นิ้ว ใช้ในการสอนออนไลน์ Work from home ได้ดี;Parblo(พาร์โบล);1020.0;3733;3550;1178;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/9bbe97be7f32b6c67a0f461f196b0a66_tn;Shopee;https://shopee.co.th/Parblo-A640-v2-เมาส์ปากกา-แรงกด-8192-ระดับ-ขนาด-6x4-นิ้ว-ใช้ในการสอนออนไลน์-Work-from-home-ได้ดี-i.107618.2264473401;4.799413489736071;จังหวัดกรุงเทพมหานคร
ตะแกรงพัดลม แบบเหล็กชุบ ขนาด 4.5 นิ้ว 12 ซม. / 3 นิ้ว 8 ซม / 3.5 นิ้ว 9 ซม. / 2.5 นิ้ว 6 ซม.;No Brand(ไม่มียี่ห้อ);12.0;3041;109;179;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/91184fdfde735c1419da98acefde4edb_tn;Shopee;https://shopee.co.th/ตะแกรงพัดลม-แบบเหล็กชุบ-ขนาด-4.5-นิ้ว-12-ซม.-/-3-นิ้ว-8-ซม-/-3.5-นิ้ว-9-ซม.-/-2.5-นิ้ว-6-ซม.-i.119096695.4238472810;4.942424242424242;จังหวัดกรุงเทพมหานคร
(พร้อมส่ง)Riser Rizer card v009s เชื่อมต่อ PCIE 16x to 1x เหมืองขุด;;200.0;2002;107;557;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/101d79c2df72a512eac2e29974839a2b_tn;Shopee;https://shopee.co.th/(พร้อมส่ง)Riser-Rizer-card-v009s-เชื่อมต่อ-PCIE-16x-to-1x-เหมืองขุด-i.15763692.5180002599;4.927444794952681;จังหวัดนนทบุรี
🔥พร้อมส่งจากไทย🔥ACASIS 60FPS HDMI Video Capture Card HD33 1080P  สำหรับ ต่อกล้อง ไลฟ์สด สตรีม แคสเกมส์;;329.0;434;73;589;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/5be0ad31c78567b55b54734e155e1d82_tn;Shopee;https://shopee.co.th/🔥พร้อมส่งจากไทย🔥ACASIS-60FPS-HDMI-Video-Capture-Card-HD33-1080P--สำหรับ-ต่อกล้อง-ไลฟ์สด-สตรีม-แคสเกมส์-i.562707428.11664566072;4.828571428571428;จังหวัดสมุทรปราการ
ตัวรับสัญญาณบลูทูธ ราคาถูกๆ TP-LINK (UB400 , UB500) BLUETOOTH 4.0 NANO USB ADAPTER Warranty 1 - Y;Tp-Link(ทีพี-ลิงค์);139.0;10200;2040;909;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/9e27e5541eef0d4d6f85772fef15ac3c_tn;Shopee;https://shopee.co.th/ตัวรับสัญญาณบลูทูธ-ราคาถูกๆ-TP-LINK-(UB400-,-UB500)-BLUETOOTH-4.0-NANO-USB-ADAPTER-Warranty-1---Y-i.74778579.3908321194;4.88388366499016;จังหวัดกรุงเทพมหานคร
ไอเทมของคนยุค 4.0 ชั้นวางด้านบนหน้าจอทีวี จอคอม  การจัดระเบียนบนโต๊ะทำงาน  TV Monitor Rack Top Shelf;No Brand(ไม่มียี่ห้อ);69.0;2070;866;640;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/cae06dc7ad208dd181c3f36c5a1c0911_tn;Shopee;https://shopee.co.th/ไอเทมของคนยุค-4.0-ชั้นวางด้านบนหน้าจอทีวี-จอคอม--การจัดระเบียนบนโต๊ะทำงาน--TV-Monitor-Rack-Top-Shelf-i.210484283.7815070607;4.747838616714698;จังหวัดกรุงเทพมหานคร
USB WIFI สำหรับคอมพิวเตอร์ โน้ตบุ๊ค แล็ปท็อป ตัวรับสัญญาณไวไฟ แบบมีเสาอากาศ รับไวไฟ เสาไวไฟความเร็วสูง 2dBi 600Mbps 802.;No Brand(ไม่มียี่ห้อ);68.0;7506;1107;1192;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/8c1e4e719f8d525c06f2aa194e50cbb5_tn;Shopee;https://shopee.co.th/USB-WIFI-สำหรับคอมพิวเตอร์-โน้ตบุ๊ค-แล็ปท็อป-ตัวรับสัญญาณไวไฟ-แบบมีเสาอากาศ-รับไวไฟ-เสาไวไฟความเร็วสูง-2dBi-600Mbps-802.-i.182128163.3104788133;4.540114613180516;จังหวัดปทุมธานี
🚀ส่งเร็ว🚀 Oker Keyboard + Mouse KM-6120 คีบอร์ด ไฟทะลุตัวอักษร ชุด เม้าส์ + คีย์บอร์ด #DM 6120;;219.0;6412;2873;2478;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/136d22b110d07036bc1772045161fc90_tn;Shopee;https://shopee.co.th/🚀ส่งเร็ว🚀-Oker-Keyboard-+-Mouse-KM-6120-คีบอร์ด-ไฟทะลุตัวอักษร-ชุด-เม้าส์-+-คีย์บอร์ด-#DM-6120-i.31684054.4807275109;4.7937621832358674;จังหวัดกรุงเทพมหานคร
KALOC ขาตั้งจอคอม ขายึดจอคอมพิวเตอร์ 17-32นิ้ว  ขาแขวนจอคอม ปรับได้หลายทิศทาง รองรับน้ำหนัก 9kg;Kaloc(คาลอค);319.0;1575;1239;2554;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/0486dc9e919e1470172c3ab78aac2ffe_tn;Shopee;https://shopee.co.th/KALOC-ขาตั้งจอคอม-ขายึดจอคอมพิวเตอร์-17-32นิ้ว--ขาแขวนจอคอม-ปรับได้หลายทิศทาง-รองรับน้ำหนัก-9kg-i.237341248.8045035762;4.796666666666667;จังหวัดกรุงเทพมหานคร
Type C / USB / Micro USB SD TF Memory Card Reader OTG Adapter 5 in 1 USB 3.0;;79.0;4348;1244;2353;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/ea8c333335e3c5315980fd45441a364d_tn;Shopee;https://shopee.co.th/Type-C-/-USB-/-Micro-USB-SD-TF-Memory-Card-Reader-OTG-Adapter-5-in-1-USB-3.0-i.79239422.1350367851;4.703962703962704;จังหวัดปทุมธานี
ถ่าน BIOS Notebook (ใหญ่) 2Pin ใหญ่ เบอร์ CR2032 Battery;No Brand(ไม่มียี่ห้อ);25.0;5327;153;582;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/de15be23247fd5337dc33e107d4c44f2_tn;Shopee;https://shopee.co.th/ถ่าน-BIOS-Notebook-(ใหญ่)-2Pin-ใหญ่-เบอร์-CR2032-Battery-i.65685066.1609518268;4.896260554885404;จังหวัดสมุทรปราการ
เคสใสขุ่นผิวด้านและซิลิโคนแป้นพิมพ์ สำหรับMacbook  New 2020 Air/Pro M1 TouchBar Retina เคสแมคบุ๊ครุ่นใหม่ล่าสุด;No Brand(ไม่มียี่ห้อ);33.0;1427;546;1954;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/8c99cc21d6aa4f8fabc7d898a5dcccd9_tn;Shopee;https://shopee.co.th/เคสใสขุ่นผิวด้านและซิลิโคนแป้นพิมพ์-สำหรับMacbook--New-2020-Air/Pro-M1-TouchBar-Retina-เคสแมคบุ๊ครุ่นใหม่ล่าสุด-i.362369943.11802974580;4.831739961759082;จังหวัดสมุทรปราการ
BEST4U หมึกเทียบเท่า TN 1000 / TN-1000 / TN1000 / T1000 /DR1000 D1000/P115B/CT202137 Toner For Brother HL-1110/;Best4U(เบส4 ยู);149.0;17821;1016;307;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/99940b99ad2d9e881fa783a829fe51a4_tn;Shopee;https://shopee.co.th/BEST4U-หมึกเทียบเท่า-TN-1000-/-TN-1000-/-TN1000-/-T1000-/DR1000-D1000/P115B/CT202137-Toner-For-Brother-HL-1110/-i.32310145.679868677;4.825932504440497;จังหวัดกรุงเทพมหานคร
หัวแปลงปลั๊กUPS IEC to 3 PIN ปลั๊กAPC;No Brand(ไม่มียี่ห้อ);35.0;4351;180;203;คอมพิวเตอร์และแล็ปท็อป;https://cf.shopee.co.th/file/2f9edea341bb15fc5ecded70bb885dba_tn;Shopee;https://shopee.co.th/หัวแปลงปลั๊กUPS-IEC-to-3-PIN-ปลั๊กAPC-i.37666322.671766302;4.824561403508772;จังหวัดนนทบุรี
Fujifilm Instax Mini Film 10x5 Instant Film ฟิล์มขอบขาว 50 แผ่น - ของแท้ FUJI TH;FUJIFILM(ฟูจิฟิล์ม);990.0;2908;2560;1643;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/f597d0002bd90dc66f63985012023ab9_tn;Shopee;https://shopee.co.th/Fujifilm-Instax-Mini-Film-10x5-Instant-Film-ฟิล์มขอบขาว-50-แผ่น---ของแท้-FUJI-TH-i.34787586.1781130508;4.907068062827225;จังหวัดกรุงเทพมหานคร
TP-Link Tapo C200 ภาพคมชัด 2 MP Wi-fi Wireless IP Cam - รับประกัน 2 ปี (กล้องคมชัด 360° 1080p);;697.0;3834;745;3632;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/c8d9263873b485f78d98ab72b926e442_tn;Shopee;https://shopee.co.th/TP-Link-Tapo-C200-ภาพคมชัด-2-MP-Wi-fi-Wireless-IP-Cam---รับประกัน-2-ปี-(กล้องคมชัด-360°-1080p)-i.43263481.5010115988;4.881255301102629;จังหวัดกรุงเทพมหานคร
Battery Charger เครื่องชาร์จถ่าน AA AAA 4 ก้อนที่มีคุณภาพสูง;;69.0;3905;662;615;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/c0bab31ef5828d26c69b05abc44f200c_tn;Shopee;https://shopee.co.th/Battery-Charger-เครื่องชาร์จถ่าน-AA-AAA-4-ก้อนที่มีคุณภาพสูง-i.75345389.3213410683;4.547379032258065;จังหวัดกรุงเทพมหานคร
"Filter ""Spider Fire"" ฟิวเตอร์แบบ slim สำหรับปกป้องหน้าเลนส์";No Brand(ไม่มียี่ห้อ);310.0;3948;813;483;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/bdaf87dd0c00a20ffe2ac73a2f938b80_tn;Shopee;https://shopee.co.th/Filter-Spider-Fire-ฟิวเตอร์แบบ-slim-สำหรับปกป้องหน้าเลนส์-i.20810968.498671291;4.853441295546559;จังหวัดกรุงเทพมหานคร
🔥🔥ไฟวงแหวน LED แต่งหน้า ไลฟ์สด🔥🔥 G3 Live Makeup Multipurpose Desk Lamp;;158.0;4810;3047;1417;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/1de69ae779d6b3bd5170ff34bd8e4d97_tn;Shopee;https://shopee.co.th/🔥🔥ไฟวงแหวน-LED-แต่งหน้า-ไลฟ์สด🔥🔥-G3-Live-Makeup-Multipurpose-Desk-Lamp-i.60925497.6037959990;4.7266355140186915;จังหวัดกรุงเทพมหานคร
กระดาษโฟโต้ ฟูจิ ขนาด A4 ผิวด้าน RC 260 แกรม แพค 20 แผ่น Fujifilm RC Luster Photo Inkjet Paper A4 260g/m2 20 sheets;Fujifilm(ฟูจิฟิล์ม);119.0;3454;705;792;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/4dd9d100074801095900449f49a5350c_tn;Shopee;https://shopee.co.th/กระดาษโฟโต้-ฟูจิ-ขนาด-A4-ผิวด้าน-RC-260-แกรม-แพค-20-แผ่น-Fujifilm-RC-Luster-Photo-Inkjet-Paper-A4-260g/m2-20-sheets-i.158278718.5817193101;4.884253028263795;จังหวัดปทุมธานี
[กรุงเทพฯ ด่วน 1 ชั่วโมง]  GoPro 10 Black Limited Box Set - Waterproof Action Camera สินค้าประกันศูนย์ไทย 1 ปี;;16500.0;716;958;9224;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/b7a20daf97b0cb84faef8d5b19e81636_tn;Shopee;https://shopee.co.th/[กรุงเทพฯ-ด่วน-1-ชั่วโมง]--GoPro-10-Black-Limited-Box-Set---Waterproof-Action-Camera-สินค้าประกันศูนย์ไทย-1-ปี-i.224609118.13010766524;4.94579945799458;จังหวัดกรุงเทพมหานคร
เคสกล้อง เคสหนัง ถูกสุด case fuji xa7/ xa5 /xa3/xa20 /xa2 /xa10 ส่งไวมาก อ่านรายละเอียดก่อนสั่ง ของแต่งอย่างอื่นมีขายแยก;;224.0;2361;951;539;กล้องและอุปกรณ์ถ่ายภาพ;https://cf.shopee.co.th/file/db35040b5273f48d667a2b45d67089f0_tn;Shopee;https://shopee.co.th/เคสกล้อง-เคสหนัง-ถูกสุด-case-fuji-xa7/-xa5-/xa3/xa20-/xa2-/xa10-ส่งไวมาก-อ่านรายละเอียดก่อนสั่ง-ของแต่งอย่างอื่นมีขายแยก-i.7380536.1109413098;4.8399675060926075;จังหวัดชลบุรี
